area	lon_wmc	lat_wmc	area_ext_coord	indx	indy
A421	16.477083	38.243750	[(15.941666666666666, 38.0993606), (16.633333333333333, 38.0993606), (16.633333333333333, 38.62331797333333), (15.941666666666666, 38.62331797333333), (15.941666666666666, 38.0993606)]	31	15
A422	16.163043	38.866848	[(15.941666666666666, 38.62331797333333), (16.633333333333333, 38.62331797333333), (16.633333333333333, 39.14727534666667), (15.941666666666666, 39.14727534666667), (15.941666666666666, 38.62331797333333)]	31	16
A423	16.000000	39.281250	[(15.941666666666666, 39.14727534666667), (16.633333333333333, 39.14727534666667), (16.633333333333333, 39.67123272), (15.941666666666666, 39.67123272), (15.941666666666666, 39.14727534666667)]	31	17
A424	16.597222	39.798611	[(15.941666666666666, 39.67123272), (16.633333333333333, 39.67123272), (16.633333333333333, 40.19519009333333), (15.941666666666666, 40.19519009333333), (15.941666666666666, 39.67123272)]	31	18
A425	16.369088	41.534628	[(15.941666666666666, 41.24310484), (16.633333333333333, 41.24310484), (16.633333333333333, 41.76706221333333), (15.941666666666666, 41.76706221333333), (15.941666666666666, 41.24310484)]	31	21
A426	16.336538	42.055288	[(15.941666666666666, 41.76706221333333), (16.633333333333333, 41.76706221333333), (16.633333333333333, 42.291019586666664), (15.941666666666666, 42.291019586666664), (15.941666666666666, 41.76706221333333)]	31	22
A427	16.312500	42.562500	[(15.941666666666666, 42.291019586666664), (16.633333333333333, 42.291019586666664), (16.633333333333333, 42.814976959999996), (15.941666666666666, 42.814976959999996), (15.941666666666666, 42.291019586666664)]	31	23
A428	16.287138	43.070652	[(15.941666666666666, 42.814976959999996), (16.633333333333333, 42.814976959999996), (16.633333333333333, 43.338934333333334), (15.941666666666666, 43.338934333333334), (15.941666666666666, 42.814976959999996)]	31	24
A429	16.075000	43.387500	[(15.941666666666666, 43.338934333333334), (16.633333333333333, 43.338934333333334), (16.633333333333333, 43.862891706666666), (15.941666666666666, 43.862891706666666), (15.941666666666666, 43.338934333333334)]	31	25
A430	17.068182	31.210227	[(16.633333333333333, 30.763957373333334), (17.325, 30.763957373333334), (17.325, 31.287914746666665), (16.633333333333333, 31.287914746666665), (16.633333333333333, 30.763957373333334)]	32	1
A431	17.000000	31.531250	[(16.633333333333333, 31.287914746666665), (17.325, 31.287914746666665), (17.325, 31.811872119999997), (16.633333333333333, 31.811872119999997), (16.633333333333333, 31.287914746666665)]	32	2
A432	17.000000	32.062500	[(16.633333333333333, 31.811872119999997), (17.325, 31.811872119999997), (17.325, 32.335829493333335), (16.633333333333333, 32.335829493333335), (16.633333333333333, 31.811872119999997)]	32	3
A433	17.000000	32.593750	[(16.633333333333333, 32.335829493333335), (17.325, 32.335829493333335), (17.325, 32.85978686666667), (16.633333333333333, 32.85978686666667), (16.633333333333333, 32.335829493333335)]	32	4
A434	17.000000	33.125000	[(16.633333333333333, 32.85978686666667), (17.325, 32.85978686666667), (17.325, 33.38374424), (16.633333333333333, 33.38374424), (16.633333333333333, 32.85978686666667)]	32	5
A435	17.000000	33.656250	[(16.633333333333333, 33.38374424), (17.325, 33.38374424), (17.325, 33.90770161333333), (16.633333333333333, 33.90770161333333), (16.633333333333333, 33.38374424)]	32	6
A436	17.000000	34.156250	[(16.633333333333333, 33.90770161333333), (17.325, 33.90770161333333), (17.325, 34.43165898666666), (16.633333333333333, 34.43165898666666), (16.633333333333333, 33.90770161333333)]	32	7
A437	17.000000	34.687500	[(16.633333333333333, 34.43165898666666), (17.325, 34.43165898666666), (17.325, 34.95561636), (16.633333333333333, 34.95561636), (16.633333333333333, 34.43165898666666)]	32	8
A438	17.000000	35.218750	[(16.633333333333333, 34.95561636), (17.325, 34.95561636), (17.325, 35.47957373333333), (16.633333333333333, 35.47957373333333), (16.633333333333333, 34.95561636)]	32	9
A439	17.000000	35.750000	[(16.633333333333333, 35.47957373333333), (17.325, 35.47957373333333), (17.325, 36.003531106666664), (16.633333333333333, 36.003531106666664), (16.633333333333333, 35.47957373333333)]	32	10
A440	17.000000	36.281250	[(16.633333333333333, 36.003531106666664), (17.325, 36.003531106666664), (17.325, 36.52748848), (16.633333333333333, 36.52748848), (16.633333333333333, 36.003531106666664)]	32	11
A441	17.000000	36.781250	[(16.633333333333333, 36.52748848), (17.325, 36.52748848), (17.325, 37.051445853333334), (16.633333333333333, 37.051445853333334), (16.633333333333333, 36.52748848)]	32	12
A442	17.000000	37.312500	[(16.633333333333333, 37.051445853333334), (17.325, 37.051445853333334), (17.325, 37.575403226666666), (16.633333333333333, 37.575403226666666), (16.633333333333333, 37.051445853333334)]	32	13
A443	17.000000	37.843750	[(16.633333333333333, 37.575403226666666), (17.325, 37.575403226666666), (17.325, 38.0993606), (16.633333333333333, 38.0993606), (16.633333333333333, 37.575403226666666)]	32	14
A444	17.000000	38.343750	[(16.633333333333333, 38.0993606), (17.325, 38.0993606), (17.325, 38.62331797333333), (16.633333333333333, 38.62331797333333), (16.633333333333333, 38.0993606)]	32	15
A445	17.054808	38.798077	[(16.633333333333333, 38.62331797333333), (17.325, 38.62331797333333), (17.325, 39.14727534666667), (16.633333333333333, 39.14727534666667), (16.633333333333333, 38.62331797333333)]	32	16
A446	17.161184	39.467105	[(16.633333333333333, 39.14727534666667), (17.325, 39.14727534666667), (17.325, 39.67123272), (16.633333333333333, 39.67123272), (16.633333333333333, 39.14727534666667)]	32	17
A447	17.006443	39.932990	[(16.633333333333333, 39.67123272), (17.325, 39.67123272), (17.325, 40.19519009333333), (16.633333333333333, 40.19519009333333), (16.633333333333333, 39.67123272)]	32	18
A448	17.056034	40.327586	[(16.633333333333333, 40.19519009333333), (17.325, 40.19519009333333), (17.325, 40.71914746666667), (16.633333333333333, 40.71914746666667), (16.633333333333333, 40.19519009333333)]	32	19
A449	17.096354	41.132812	[(16.633333333333333, 40.71914746666667), (17.325, 40.71914746666667), (17.325, 41.24310484), (16.633333333333333, 41.24310484), (16.633333333333333, 40.71914746666667)]	32	20
A450	17.000000	41.500000	[(16.633333333333333, 41.24310484), (17.325, 41.24310484), (17.325, 41.76706221333333), (16.633333333333333, 41.76706221333333), (16.633333333333333, 41.24310484)]	32	21
A451	17.000000	42.031250	[(16.633333333333333, 41.76706221333333), (17.325, 41.76706221333333), (17.325, 42.291019586666664), (16.633333333333333, 42.291019586666664), (16.633333333333333, 41.76706221333333)]	32	22
A452	17.000658	42.555921	[(16.633333333333333, 42.291019586666664), (17.325, 42.291019586666664), (17.325, 42.814976959999996), (16.633333333333333, 42.814976959999996), (16.633333333333333, 42.291019586666664)]	32	23
A453	16.781250	43.031250	[(16.633333333333333, 42.814976959999996), (17.325, 42.814976959999996), (17.325, 43.338934333333334), (16.633333333333333, 43.338934333333334), (16.633333333333333, 42.814976959999996)]	32	24
A454	17.734375	31.112723	[(17.325, 30.763957373333334), (18.016666666666666, 30.763957373333334), (18.016666666666666, 31.287914746666665), (17.325, 31.287914746666665), (17.325, 30.763957373333334)]	33	1
A455	17.687500	31.531250	[(17.325, 31.287914746666665), (18.016666666666666, 31.287914746666665), (18.016666666666666, 31.811872119999997), (17.325, 31.811872119999997), (17.325, 31.287914746666665)]	33	2
A456	17.687500	32.062500	[(17.325, 31.811872119999997), (18.016666666666666, 31.811872119999997), (18.016666666666666, 32.335829493333335), (17.325, 32.335829493333335), (17.325, 31.811872119999997)]	33	3
A457	17.687500	32.593750	[(17.325, 32.335829493333335), (18.016666666666666, 32.335829493333335), (18.016666666666666, 32.85978686666667), (17.325, 32.85978686666667), (17.325, 32.335829493333335)]	33	4
A458	17.687500	33.125000	[(17.325, 32.85978686666667), (18.016666666666666, 32.85978686666667), (18.016666666666666, 33.38374424), (17.325, 33.38374424), (17.325, 32.85978686666667)]	33	5
A459	17.687500	33.656250	[(17.325, 33.38374424), (18.016666666666666, 33.38374424), (18.016666666666666, 33.90770161333333), (17.325, 33.90770161333333), (17.325, 33.38374424)]	33	6
A460	17.687500	34.156250	[(17.325, 33.90770161333333), (18.016666666666666, 33.90770161333333), (18.016666666666666, 34.43165898666666), (17.325, 34.43165898666666), (17.325, 33.90770161333333)]	33	7
A461	17.687500	34.687500	[(17.325, 34.43165898666666), (18.016666666666666, 34.43165898666666), (18.016666666666666, 34.95561636), (17.325, 34.95561636), (17.325, 34.43165898666666)]	33	8
A462	17.687500	35.218750	[(17.325, 34.95561636), (18.016666666666666, 34.95561636), (18.016666666666666, 35.47957373333333), (17.325, 35.47957373333333), (17.325, 34.95561636)]	33	9
A463	17.687500	35.750000	[(17.325, 35.47957373333333), (18.016666666666666, 35.47957373333333), (18.016666666666666, 36.003531106666664), (17.325, 36.003531106666664), (17.325, 35.47957373333333)]	33	10
A464	17.687500	36.281250	[(17.325, 36.003531106666664), (18.016666666666666, 36.003531106666664), (18.016666666666666, 36.52748848), (17.325, 36.52748848), (17.325, 36.003531106666664)]	33	11
A465	17.687500	36.781250	[(17.325, 36.52748848), (18.016666666666666, 36.52748848), (18.016666666666666, 37.051445853333334), (17.325, 37.051445853333334), (17.325, 36.52748848)]	33	12
A466	17.687500	37.312500	[(17.325, 37.051445853333334), (18.016666666666666, 37.051445853333334), (18.016666666666666, 37.575403226666666), (17.325, 37.575403226666666), (17.325, 37.051445853333334)]	33	13
A467	17.687500	37.843750	[(17.325, 37.575403226666666), (18.016666666666666, 37.575403226666666), (18.016666666666666, 38.0993606), (17.325, 38.0993606), (17.325, 37.575403226666666)]	33	14
A468	17.687500	38.343750	[(17.325, 38.0993606), (18.016666666666666, 38.0993606), (18.016666666666666, 38.62331797333333), (17.325, 38.62331797333333), (17.325, 38.0993606)]	33	15
A469	17.687500	38.875000	[(17.325, 38.62331797333333), (18.016666666666666, 38.62331797333333), (18.016666666666666, 39.14727534666667), (17.325, 39.14727534666667), (17.325, 38.62331797333333)]	33	16
A470	17.687500	39.406250	[(17.325, 39.14727534666667), (18.016666666666666, 39.14727534666667), (18.016666666666666, 39.67123272), (17.325, 39.67123272), (17.325, 39.14727534666667)]	33	17
A471	17.671543	39.928191	[(17.325, 39.67123272), (18.016666666666666, 39.67123272), (18.016666666666666, 40.19519009333333), (17.325, 40.19519009333333), (17.325, 39.67123272)]	33	18
A472	17.661458	40.364583	[(17.325, 40.19519009333333), (18.016666666666666, 40.19519009333333), (18.016666666666666, 40.71914746666667), (17.325, 40.71914746666667), (17.325, 40.19519009333333)]	33	19
A473	17.713141	40.992788	[(17.325, 40.71914746666667), (18.016666666666666, 40.71914746666667), (18.016666666666666, 41.24310484), (17.325, 41.24310484), (17.325, 40.71914746666667)]	33	20
A474	17.687500	41.500000	[(17.325, 41.24310484), (18.016666666666666, 41.24310484), (18.016666666666666, 41.76706221333333), (17.325, 41.76706221333333), (17.325, 41.24310484)]	33	21
A475	17.687500	42.031250	[(17.325, 41.76706221333333), (18.016666666666666, 41.76706221333333), (18.016666666666666, 42.291019586666664), (17.325, 42.291019586666664), (17.325, 41.76706221333333)]	33	22
A476	17.674831	42.493243	[(17.325, 42.291019586666664), (18.016666666666666, 42.291019586666664), (18.016666666666666, 42.814976959999996), (17.325, 42.814976959999996), (17.325, 42.291019586666664)]	33	23
A477	18.545673	30.649038	[(18.016666666666666, 30.24), (18.708333333333332, 30.24), (18.708333333333332, 30.763957373333334), (18.016666666666666, 30.763957373333334), (18.016666666666666, 30.24)]	34	0
A478	18.378592	31.033764	[(18.016666666666666, 30.763957373333334), (18.708333333333332, 30.763957373333334), (18.708333333333332, 31.287914746666665), (18.016666666666666, 31.287914746666665), (18.016666666666666, 30.763957373333334)]	34	1
A479	18.375000	31.531250	[(18.016666666666666, 31.287914746666665), (18.708333333333332, 31.287914746666665), (18.708333333333332, 31.811872119999997), (18.016666666666666, 31.811872119999997), (18.016666666666666, 31.287914746666665)]	34	2
A480	18.375000	32.062500	[(18.016666666666666, 31.811872119999997), (18.708333333333332, 31.811872119999997), (18.708333333333332, 32.335829493333335), (18.016666666666666, 32.335829493333335), (18.016666666666666, 31.811872119999997)]	34	3
A481	18.375000	32.593750	[(18.016666666666666, 32.335829493333335), (18.708333333333332, 32.335829493333335), (18.708333333333332, 32.85978686666667), (18.016666666666666, 32.85978686666667), (18.016666666666666, 32.335829493333335)]	34	4
A482	18.375000	33.125000	[(18.016666666666666, 32.85978686666667), (18.708333333333332, 32.85978686666667), (18.708333333333332, 33.38374424), (18.016666666666666, 33.38374424), (18.016666666666666, 32.85978686666667)]	34	5
A483	18.375000	33.656250	[(18.016666666666666, 33.38374424), (18.708333333333332, 33.38374424), (18.708333333333332, 33.90770161333333), (18.016666666666666, 33.90770161333333), (18.016666666666666, 33.38374424)]	34	6
A484	18.375000	34.156250	[(18.016666666666666, 33.90770161333333), (18.708333333333332, 33.90770161333333), (18.708333333333332, 34.43165898666666), (18.016666666666666, 34.43165898666666), (18.016666666666666, 33.90770161333333)]	34	7
A485	18.375000	34.687500	[(18.016666666666666, 34.43165898666666), (18.708333333333332, 34.43165898666666), (18.708333333333332, 34.95561636), (18.016666666666666, 34.95561636), (18.016666666666666, 34.43165898666666)]	34	8
A486	18.375000	35.218750	[(18.016666666666666, 34.95561636), (18.708333333333332, 34.95561636), (18.708333333333332, 35.47957373333333), (18.016666666666666, 35.47957373333333), (18.016666666666666, 34.95561636)]	34	9
A487	18.375000	35.750000	[(18.016666666666666, 35.47957373333333), (18.708333333333332, 35.47957373333333), (18.708333333333332, 36.003531106666664), (18.016666666666666, 36.003531106666664), (18.016666666666666, 35.47957373333333)]	34	10
A488	18.375000	36.281250	[(18.016666666666666, 36.003531106666664), (18.708333333333332, 36.003531106666664), (18.708333333333332, 36.52748848), (18.016666666666666, 36.52748848), (18.016666666666666, 36.003531106666664)]	34	11
A489	18.375000	36.781250	[(18.016666666666666, 36.52748848), (18.708333333333332, 36.52748848), (18.708333333333332, 37.051445853333334), (18.016666666666666, 37.051445853333334), (18.016666666666666, 36.52748848)]	34	12
A490	18.375000	37.312500	[(18.016666666666666, 37.051445853333334), (18.708333333333332, 37.051445853333334), (18.708333333333332, 37.575403226666666), (18.016666666666666, 37.575403226666666), (18.016666666666666, 37.051445853333334)]	34	13
A491	18.375000	37.843750	[(18.016666666666666, 37.575403226666666), (18.708333333333332, 37.575403226666666), (18.708333333333332, 38.0993606), (18.016666666666666, 38.0993606), (18.016666666666666, 37.575403226666666)]	34	14
A492	18.375000	38.343750	[(18.016666666666666, 38.0993606), (18.708333333333332, 38.0993606), (18.708333333333332, 38.62331797333333), (18.016666666666666, 38.62331797333333), (18.016666666666666, 38.0993606)]	34	15
A493	18.375000	38.875000	[(18.016666666666666, 38.62331797333333), (18.708333333333332, 38.62331797333333), (18.708333333333332, 39.14727534666667), (18.016666666666666, 39.14727534666667), (18.016666666666666, 38.62331797333333)]	34	16
A494	18.375000	39.406250	[(18.016666666666666, 39.14727534666667), (18.708333333333332, 39.14727534666667), (18.708333333333332, 39.67123272), (18.016666666666666, 39.67123272), (18.016666666666666, 39.14727534666667)]	34	17
A495	18.462924	39.873941	[(18.016666666666666, 39.67123272), (18.708333333333332, 39.67123272), (18.708333333333332, 40.19519009333333), (18.016666666666666, 40.19519009333333), (18.016666666666666, 39.67123272)]	34	18
A496	18.440430	40.515625	[(18.016666666666666, 40.19519009333333), (18.708333333333332, 40.19519009333333), (18.708333333333332, 40.71914746666667), (18.016666666666666, 40.71914746666667), (18.016666666666666, 40.19519009333333)]	34	19
A497	18.375000	40.968750	[(18.016666666666666, 40.71914746666667), (18.708333333333332, 40.71914746666667), (18.708333333333332, 41.24310484), (18.016666666666666, 41.24310484), (18.016666666666666, 40.71914746666667)]	34	20
A498	18.375000	41.500000	[(18.016666666666666, 41.24310484), (18.708333333333332, 41.24310484), (18.708333333333332, 41.76706221333333), (18.016666666666666, 41.76706221333333), (18.016666666666666, 41.24310484)]	34	21
A499	18.375000	42.031250	[(18.016666666666666, 41.76706221333333), (18.708333333333332, 41.76706221333333), (18.708333333333332, 42.291019586666664), (18.016666666666666, 42.291019586666664), (18.016666666666666, 41.76706221333333)]	34	22
A500	18.279514	42.407986	[(18.016666666666666, 42.291019586666664), (18.708333333333332, 42.291019586666664), (18.708333333333332, 42.814976959999996), (18.016666666666666, 42.814976959999996), (18.016666666666666, 42.291019586666664)]	34	23
A501	19.071536	30.543675	[(18.708333333333332, 30.24), (19.4, 30.24), (19.4, 30.763957373333334), (18.708333333333332, 30.763957373333334), (18.708333333333332, 30.24)]	35	0
A502	19.062500	31.031250	[(18.708333333333332, 30.763957373333334), (19.4, 30.763957373333334), (19.4, 31.287914746666665), (18.708333333333332, 31.287914746666665), (18.708333333333332, 30.763957373333334)]	35	1
A503	19.062500	31.531250	[(18.708333333333332, 31.287914746666665), (19.4, 31.287914746666665), (19.4, 31.811872119999997), (18.708333333333332, 31.811872119999997), (18.708333333333332, 31.287914746666665)]	35	2
A504	19.062500	32.062500	[(18.708333333333332, 31.811872119999997), (19.4, 31.811872119999997), (19.4, 32.335829493333335), (18.708333333333332, 32.335829493333335), (18.708333333333332, 31.811872119999997)]	35	3
A505	19.062500	32.593750	[(18.708333333333332, 32.335829493333335), (19.4, 32.335829493333335), (19.4, 32.85978686666667), (18.708333333333332, 32.85978686666667), (18.708333333333332, 32.335829493333335)]	35	4
A506	19.062500	33.125000	[(18.708333333333332, 32.85978686666667), (19.4, 32.85978686666667), (19.4, 33.38374424), (18.708333333333332, 33.38374424), (18.708333333333332, 32.85978686666667)]	35	5
A507	19.062500	33.656250	[(18.708333333333332, 33.38374424), (19.4, 33.38374424), (19.4, 33.90770161333333), (18.708333333333332, 33.90770161333333), (18.708333333333332, 33.38374424)]	35	6
A508	19.062500	34.156250	[(18.708333333333332, 33.90770161333333), (19.4, 33.90770161333333), (19.4, 34.43165898666666), (18.708333333333332, 34.43165898666666), (18.708333333333332, 33.90770161333333)]	35	7
A509	19.062500	34.687500	[(18.708333333333332, 34.43165898666666), (19.4, 34.43165898666666), (19.4, 34.95561636), (18.708333333333332, 34.95561636), (18.708333333333332, 34.43165898666666)]	35	8
A510	19.062500	35.218750	[(18.708333333333332, 34.95561636), (19.4, 34.95561636), (19.4, 35.47957373333333), (18.708333333333332, 35.47957373333333), (18.708333333333332, 34.95561636)]	35	9
A511	19.062500	35.750000	[(18.708333333333332, 35.47957373333333), (19.4, 35.47957373333333), (19.4, 36.003531106666664), (18.708333333333332, 36.003531106666664), (18.708333333333332, 35.47957373333333)]	35	10
A512	19.062500	36.281250	[(18.708333333333332, 36.003531106666664), (19.4, 36.003531106666664), (19.4, 36.52748848), (18.708333333333332, 36.52748848), (18.708333333333332, 36.003531106666664)]	35	11
A513	19.062500	36.781250	[(18.708333333333332, 36.52748848), (19.4, 36.52748848), (19.4, 37.051445853333334), (18.708333333333332, 37.051445853333334), (18.708333333333332, 36.52748848)]	35	12
A514	19.062500	37.312500	[(18.708333333333332, 37.051445853333334), (19.4, 37.051445853333334), (19.4, 37.575403226666666), (18.708333333333332, 37.575403226666666), (18.708333333333332, 37.051445853333334)]	35	13
A515	19.062500	37.843750	[(18.708333333333332, 37.575403226666666), (19.4, 37.575403226666666), (19.4, 38.0993606), (18.708333333333332, 38.0993606), (18.708333333333332, 37.575403226666666)]	35	14
A516	19.062500	38.343750	[(18.708333333333332, 38.0993606), (19.4, 38.0993606), (19.4, 38.62331797333333), (18.708333333333332, 38.62331797333333), (18.708333333333332, 38.0993606)]	35	15
A517	19.062500	38.875000	[(18.708333333333332, 38.62331797333333), (19.4, 38.62331797333333), (19.4, 39.14727534666667), (18.708333333333332, 39.14727534666667), (18.708333333333332, 38.62331797333333)]	35	16
A518	19.062500	39.406250	[(18.708333333333332, 39.14727534666667), (19.4, 39.14727534666667), (19.4, 39.67123272), (18.708333333333332, 39.67123272), (18.708333333333332, 39.14727534666667)]	35	17
A519	19.062500	39.937500	[(18.708333333333332, 39.67123272), (19.4, 39.67123272), (19.4, 40.19519009333333), (18.708333333333332, 40.19519009333333), (18.708333333333332, 39.67123272)]	35	18
A520	19.024840	40.467147	[(18.708333333333332, 40.19519009333333), (19.4, 40.19519009333333), (19.4, 40.71914746666667), (18.708333333333332, 40.71914746666667), (18.708333333333332, 40.19519009333333)]	35	19
A521	19.047619	40.971726	[(18.708333333333332, 40.71914746666667), (19.4, 40.71914746666667), (19.4, 41.24310484), (18.708333333333332, 41.24310484), (18.708333333333332, 40.71914746666667)]	35	20
A522	19.062500	41.500000	[(18.708333333333332, 41.24310484), (19.4, 41.24310484), (19.4, 41.76706221333333), (18.708333333333332, 41.76706221333333), (18.708333333333332, 41.24310484)]	35	21
A523	18.943750	41.978750	[(18.708333333333332, 41.76706221333333), (19.4, 41.76706221333333), (19.4, 42.291019586666664), (18.708333333333332, 42.291019586666664), (18.708333333333332, 41.76706221333333)]	35	22
A524	19.610197	30.616776	[(19.4, 30.24), (20.091666666666665, 30.24), (20.091666666666665, 30.763957373333334), (19.4, 30.763957373333334), (19.4, 30.24)]	36	0
A525	19.746408	31.033764	[(19.4, 30.763957373333334), (20.091666666666665, 30.763957373333334), (20.091666666666665, 31.287914746666665), (19.4, 31.287914746666665), (19.4, 30.763957373333334)]	36	1
A526	19.695205	31.515411	[(19.4, 31.287914746666665), (20.091666666666665, 31.287914746666665), (20.091666666666665, 31.811872119999997), (19.4, 31.811872119999997), (19.4, 31.287914746666665)]	36	2
A527	19.703869	32.084077	[(19.4, 31.811872119999997), (20.091666666666665, 31.811872119999997), (20.091666666666665, 32.335829493333335), (19.4, 32.335829493333335), (19.4, 31.811872119999997)]	36	3
A528	19.750000	32.593750	[(19.4, 32.335829493333335), (20.091666666666665, 32.335829493333335), (20.091666666666665, 32.85978686666667), (19.4, 32.85978686666667), (19.4, 32.335829493333335)]	36	4
A529	19.750000	33.125000	[(19.4, 32.85978686666667), (20.091666666666665, 32.85978686666667), (20.091666666666665, 33.38374424), (19.4, 33.38374424), (19.4, 32.85978686666667)]	36	5
A530	19.750000	33.656250	[(19.4, 33.38374424), (20.091666666666665, 33.38374424), (20.091666666666665, 33.90770161333333), (19.4, 33.90770161333333), (19.4, 33.38374424)]	36	6
A531	19.750000	34.156250	[(19.4, 33.90770161333333), (20.091666666666665, 33.90770161333333), (20.091666666666665, 34.43165898666666), (19.4, 34.43165898666666), (19.4, 33.90770161333333)]	36	7
A532	19.750000	34.687500	[(19.4, 34.43165898666666), (20.091666666666665, 34.43165898666666), (20.091666666666665, 34.95561636), (19.4, 34.95561636), (19.4, 34.43165898666666)]	36	8
A533	19.750000	35.218750	[(19.4, 34.95561636), (20.091666666666665, 34.95561636), (20.091666666666665, 35.47957373333333), (19.4, 35.47957373333333), (19.4, 34.95561636)]	36	9
A534	19.750000	35.750000	[(19.4, 35.47957373333333), (20.091666666666665, 35.47957373333333), (20.091666666666665, 36.003531106666664), (19.4, 36.003531106666664), (19.4, 35.47957373333333)]	36	10
A535	19.750000	36.281250	[(19.4, 36.003531106666664), (20.091666666666665, 36.003531106666664), (20.091666666666665, 36.52748848), (19.4, 36.52748848), (19.4, 36.003531106666664)]	36	11
A536	19.750000	36.781250	[(19.4, 36.52748848), (20.091666666666665, 36.52748848), (20.091666666666665, 37.051445853333334), (19.4, 37.051445853333334), (19.4, 36.52748848)]	36	12
A537	19.750000	37.312500	[(19.4, 37.051445853333334), (20.091666666666665, 37.051445853333334), (20.091666666666665, 37.575403226666666), (19.4, 37.575403226666666), (19.4, 37.051445853333334)]	36	13
A538	19.750000	37.843750	[(19.4, 37.575403226666666), (20.091666666666665, 37.575403226666666), (20.091666666666665, 38.0993606), (19.4, 38.0993606), (19.4, 37.575403226666666)]	36	14
A539	19.750000	38.343750	[(19.4, 38.0993606), (20.091666666666665, 38.0993606), (20.091666666666665, 38.62331797333333), (19.4, 38.62331797333333), (19.4, 38.0993606)]	36	15
A540	19.750000	38.875000	[(19.4, 38.62331797333333), (20.091666666666665, 38.62331797333333), (20.091666666666665, 39.14727534666667), (19.4, 39.14727534666667), (19.4, 38.62331797333333)]	36	16
A541	19.699107	39.371429	[(19.4, 39.14727534666667), (20.091666666666665, 39.14727534666667), (20.091666666666665, 39.67123272), (19.4, 39.67123272), (19.4, 39.14727534666667)]	36	17
A542	19.606707	39.948171	[(19.4, 39.67123272), (20.091666666666665, 39.67123272), (20.091666666666665, 40.19519009333333), (19.4, 40.19519009333333), (19.4, 39.67123272)]	36	18
A543	19.437500	41.187500	[(19.4, 40.71914746666667), (20.091666666666665, 40.71914746666667), (20.091666666666665, 41.24310484), (19.4, 41.24310484), (19.4, 40.71914746666667)]	36	20
A544	19.458333	41.604167	[(19.4, 41.24310484), (20.091666666666665, 41.24310484), (20.091666666666665, 41.76706221333333), (19.4, 41.76706221333333), (19.4, 41.24310484)]	36	21
A545	19.437500	41.812500	[(19.4, 41.76706221333333), (20.091666666666665, 41.76706221333333), (20.091666666666665, 42.291019586666664), (19.4, 42.291019586666664), (19.4, 41.76706221333333)]	36	22
A546	20.125000	31.125000	[(20.091666666666665, 30.763957373333334), (20.78333333333333, 30.763957373333334), (20.78333333333333, 31.287914746666665), (20.091666666666665, 31.287914746666665), (20.091666666666665, 30.763957373333334)]	37	1
A547	20.145833	32.291667	[(20.091666666666665, 31.811872119999997), (20.78333333333333, 31.811872119999997), (20.78333333333333, 32.335829493333335), (20.091666666666665, 32.335829493333335), (20.091666666666665, 31.811872119999997)]	37	3
A548	20.380769	32.643269	[(20.091666666666665, 32.335829493333335), (20.78333333333333, 32.335829493333335), (20.78333333333333, 32.85978686666667), (20.091666666666665, 32.85978686666667), (20.091666666666665, 32.335829493333335)]	37	4
A549	20.437500	33.125000	[(20.091666666666665, 32.85978686666667), (20.78333333333333, 32.85978686666667), (20.78333333333333, 33.38374424), (20.091666666666665, 33.38374424), (20.091666666666665, 32.85978686666667)]	37	5
A550	20.437500	33.656250	[(20.091666666666665, 33.38374424), (20.78333333333333, 33.38374424), (20.78333333333333, 33.90770161333333), (20.091666666666665, 33.90770161333333), (20.091666666666665, 33.38374424)]	37	6
A551	20.437500	34.156250	[(20.091666666666665, 33.90770161333333), (20.78333333333333, 33.90770161333333), (20.78333333333333, 34.43165898666666), (20.091666666666665, 34.43165898666666), (20.091666666666665, 33.90770161333333)]	37	7
A552	20.437500	34.687500	[(20.091666666666665, 34.43165898666666), (20.78333333333333, 34.43165898666666), (20.78333333333333, 34.95561636), (20.091666666666665, 34.95561636), (20.091666666666665, 34.43165898666666)]	37	8
A553	20.437500	35.218750	[(20.091666666666665, 34.95561636), (20.78333333333333, 34.95561636), (20.78333333333333, 35.47957373333333), (20.091666666666665, 35.47957373333333), (20.091666666666665, 34.95561636)]	37	9
A554	20.437500	35.750000	[(20.091666666666665, 35.47957373333333), (20.78333333333333, 35.47957373333333), (20.78333333333333, 36.003531106666664), (20.091666666666665, 36.003531106666664), (20.091666666666665, 35.47957373333333)]	37	10
A555	20.437500	36.281250	[(20.091666666666665, 36.003531106666664), (20.78333333333333, 36.003531106666664), (20.78333333333333, 36.52748848), (20.091666666666665, 36.52748848), (20.091666666666665, 36.003531106666664)]	37	11
A556	20.437500	36.781250	[(20.091666666666665, 36.52748848), (20.78333333333333, 36.52748848), (20.78333333333333, 37.051445853333334), (20.091666666666665, 37.051445853333334), (20.091666666666665, 36.52748848)]	37	12
A557	20.437500	37.312500	[(20.091666666666665, 37.051445853333334), (20.78333333333333, 37.051445853333334), (20.78333333333333, 37.575403226666666), (20.091666666666665, 37.575403226666666), (20.091666666666665, 37.051445853333334)]	37	13
A558	20.405449	37.842147	[(20.091666666666665, 37.575403226666666), (20.78333333333333, 37.575403226666666), (20.78333333333333, 38.0993606), (20.091666666666665, 38.0993606), (20.091666666666665, 37.575403226666666)]	37	14
