area	lon_wmc	lat_wmc	area_ext_coord	indx	indy
A128	5.218750	41.500000	[(4.875, 41.24310484), (5.566666666666666, 41.24310484), (5.566666666666666, 41.76706221333333), (4.875, 41.76706221333333), (4.875, 41.24310484)]	15	21
A129	5.218750	42.031250	[(4.875, 41.76706221333333), (5.566666666666666, 41.76706221333333), (5.566666666666666, 42.291019586666664), (4.875, 42.291019586666664), (4.875, 41.76706221333333)]	15	22
A130	5.218750	42.562500	[(4.875, 42.291019586666664), (5.566666666666666, 42.291019586666664), (5.566666666666666, 42.814976959999996), (4.875, 42.814976959999996), (4.875, 42.291019586666664)]	15	23
A131	5.190512	43.064006	[(4.875, 42.814976959999996), (5.566666666666666, 42.814976959999996), (5.566666666666666, 43.338934333333334), (4.875, 43.338934333333334), (4.875, 42.814976959999996)]	15	24
A132	5.872768	36.939732	[(5.566666666666666, 36.52748848), (6.258333333333333, 36.52748848), (6.258333333333333, 37.051445853333334), (5.566666666666666, 37.051445853333334), (5.566666666666666, 36.52748848)]	16	12
A133	5.937500	37.312500	[(5.566666666666666, 37.051445853333334), (6.258333333333333, 37.051445853333334), (6.258333333333333, 37.575403226666666), (5.566666666666666, 37.575403226666666), (5.566666666666666, 37.051445853333334)]	16	13
A134	5.937500	37.843750	[(5.566666666666666, 37.575403226666666), (6.258333333333333, 37.575403226666666), (6.258333333333333, 38.0993606), (5.566666666666666, 38.0993606), (5.566666666666666, 37.575403226666666)]	16	14
A135	5.937500	38.343750	[(5.566666666666666, 38.0993606), (6.258333333333333, 38.0993606), (6.258333333333333, 38.62331797333333), (5.566666666666666, 38.62331797333333), (5.566666666666666, 38.0993606)]	16	15
A136	5.937500	38.875000	[(5.566666666666666, 38.62331797333333), (6.258333333333333, 38.62331797333333), (6.258333333333333, 39.14727534666667), (5.566666666666666, 39.14727534666667), (5.566666666666666, 38.62331797333333)]	16	16
A137	5.937500	39.406250	[(5.566666666666666, 39.14727534666667), (6.258333333333333, 39.14727534666667), (6.258333333333333, 39.67123272), (5.566666666666666, 39.67123272), (5.566666666666666, 39.14727534666667)]	16	17
A138	5.937500	39.937500	[(5.566666666666666, 39.67123272), (6.258333333333333, 39.67123272), (6.258333333333333, 40.19519009333333), (5.566666666666666, 40.19519009333333), (5.566666666666666, 39.67123272)]	16	18
A139	5.937500	40.468750	[(5.566666666666666, 40.19519009333333), (6.258333333333333, 40.19519009333333), (6.258333333333333, 40.71914746666667), (5.566666666666666, 40.71914746666667), (5.566666666666666, 40.19519009333333)]	16	19
A140	5.937500	40.968750	[(5.566666666666666, 40.71914746666667), (6.258333333333333, 40.71914746666667), (6.258333333333333, 41.24310484), (5.566666666666666, 41.24310484), (5.566666666666666, 40.71914746666667)]	16	20
A141	5.937500	41.500000	[(5.566666666666666, 41.24310484), (6.258333333333333, 41.24310484), (6.258333333333333, 41.76706221333333), (5.566666666666666, 41.76706221333333), (5.566666666666666, 41.24310484)]	16	21
A142	5.937500	42.031250	[(5.566666666666666, 41.76706221333333), (6.258333333333333, 41.76706221333333), (6.258333333333333, 42.291019586666664), (5.566666666666666, 42.291019586666664), (5.566666666666666, 41.76706221333333)]	16	22
A143	5.937500	42.562500	[(5.566666666666666, 42.291019586666664), (6.258333333333333, 42.291019586666664), (6.258333333333333, 42.814976959999996), (5.566666666666666, 42.814976959999996), (5.566666666666666, 42.291019586666664)]	16	23
A144	5.881757	42.959459	[(5.566666666666666, 42.814976959999996), (6.258333333333333, 42.814976959999996), (6.258333333333333, 43.338934333333334), (5.566666666666666, 43.338934333333334), (5.566666666666666, 42.814976959999996)]	16	24
A145	6.812500	36.984375	[(6.258333333333333, 36.52748848), (6.949999999999999, 36.52748848), (6.949999999999999, 37.051445853333334), (6.258333333333333, 37.051445853333334), (6.258333333333333, 36.52748848)]	17	12
A146	6.634211	37.323026	[(6.258333333333333, 37.051445853333334), (6.949999999999999, 37.051445853333334), (6.949999999999999, 37.575403226666666), (6.258333333333333, 37.575403226666666), (6.258333333333333, 37.051445853333334)]	17	13
A147	6.625000	37.843750	[(6.258333333333333, 37.575403226666666), (6.949999999999999, 37.575403226666666), (6.949999999999999, 38.0993606), (6.258333333333333, 38.0993606), (6.258333333333333, 37.575403226666666)]	17	14
A148	6.625000	38.343750	[(6.258333333333333, 38.0993606), (6.949999999999999, 38.0993606), (6.949999999999999, 38.62331797333333), (6.258333333333333, 38.62331797333333), (6.258333333333333, 38.0993606)]	17	15
A149	6.625000	38.875000	[(6.258333333333333, 38.62331797333333), (6.949999999999999, 38.62331797333333), (6.949999999999999, 39.14727534666667), (6.258333333333333, 39.14727534666667), (6.258333333333333, 38.62331797333333)]	17	16
A150	6.625000	39.406250	[(6.258333333333333, 39.14727534666667), (6.949999999999999, 39.14727534666667), (6.949999999999999, 39.67123272), (6.258333333333333, 39.67123272), (6.258333333333333, 39.14727534666667)]	17	17
A151	6.625000	39.937500	[(6.258333333333333, 39.67123272), (6.949999999999999, 39.67123272), (6.949999999999999, 40.19519009333333), (6.258333333333333, 40.19519009333333), (6.258333333333333, 39.67123272)]	17	18
A152	6.625000	40.468750	[(6.258333333333333, 40.19519009333333), (6.949999999999999, 40.19519009333333), (6.949999999999999, 40.71914746666667), (6.258333333333333, 40.71914746666667), (6.258333333333333, 40.19519009333333)]	17	19
A153	6.625000	40.968750	[(6.258333333333333, 40.71914746666667), (6.949999999999999, 40.71914746666667), (6.949999999999999, 41.24310484), (6.258333333333333, 41.24310484), (6.258333333333333, 40.71914746666667)]	17	20
A154	6.625000	41.500000	[(6.258333333333333, 41.24310484), (6.949999999999999, 41.24310484), (6.949999999999999, 41.76706221333333), (6.258333333333333, 41.76706221333333), (6.258333333333333, 41.24310484)]	17	21
A155	6.625000	42.031250	[(6.258333333333333, 41.76706221333333), (6.949999999999999, 41.76706221333333), (6.949999999999999, 42.291019586666664), (6.258333333333333, 42.291019586666664), (6.258333333333333, 41.76706221333333)]	17	22
A156	6.625000	42.562500	[(6.258333333333333, 42.291019586666664), (6.949999999999999, 42.291019586666664), (6.949999999999999, 42.814976959999996), (6.258333333333333, 42.814976959999996), (6.258333333333333, 42.291019586666664)]	17	23
A157	6.708333	43.047917	[(6.258333333333333, 42.814976959999996), (6.949999999999999, 42.814976959999996), (6.949999999999999, 43.338934333333334), (6.258333333333333, 43.338934333333334), (6.258333333333333, 42.814976959999996)]	17	24
A158	6.862500	43.387500	[(6.258333333333333, 43.338934333333334), (6.949999999999999, 43.338934333333334), (6.949999999999999, 43.862891706666666), (6.258333333333333, 43.862891706666666), (6.258333333333333, 43.338934333333334)]	17	25
A159	7.142857	36.973214	[(6.949999999999999, 36.52748848), (7.641666666666666, 36.52748848), (7.641666666666666, 37.051445853333334), (6.949999999999999, 37.051445853333334), (6.949999999999999, 36.52748848)]	18	12
A160	7.313816	37.323026	[(6.949999999999999, 37.051445853333334), (7.641666666666666, 37.051445853333334), (7.641666666666666, 37.575403226666666), (6.949999999999999, 37.575403226666666), (6.949999999999999, 37.051445853333334)]	18	13
A161	7.312500	37.843750	[(6.949999999999999, 37.575403226666666), (7.641666666666666, 37.575403226666666), (7.641666666666666, 38.0993606), (6.949999999999999, 38.0993606), (6.949999999999999, 37.575403226666666)]	18	14
A162	7.312500	38.343750	[(6.949999999999999, 38.0993606), (7.641666666666666, 38.0993606), (7.641666666666666, 38.62331797333333), (6.949999999999999, 38.62331797333333), (6.949999999999999, 38.0993606)]	18	15
A163	7.312500	38.875000	[(6.949999999999999, 38.62331797333333), (7.641666666666666, 38.62331797333333), (7.641666666666666, 39.14727534666667), (6.949999999999999, 39.14727534666667), (6.949999999999999, 38.62331797333333)]	18	16
A164	7.312500	39.406250	[(6.949999999999999, 39.14727534666667), (7.641666666666666, 39.14727534666667), (7.641666666666666, 39.67123272), (6.949999999999999, 39.67123272), (6.949999999999999, 39.14727534666667)]	18	17
A165	7.312500	39.937500	[(6.949999999999999, 39.67123272), (7.641666666666666, 39.67123272), (7.641666666666666, 40.19519009333333), (6.949999999999999, 40.19519009333333), (6.949999999999999, 39.67123272)]	18	18
A166	7.312500	40.468750	[(6.949999999999999, 40.19519009333333), (7.641666666666666, 40.19519009333333), (7.641666666666666, 40.71914746666667), (6.949999999999999, 40.71914746666667), (6.949999999999999, 40.19519009333333)]	18	19
A167	7.312500	40.968750	[(6.949999999999999, 40.71914746666667), (7.641666666666666, 40.71914746666667), (7.641666666666666, 41.24310484), (6.949999999999999, 41.24310484), (6.949999999999999, 40.71914746666667)]	18	20
A168	7.312500	41.500000	[(6.949999999999999, 41.24310484), (7.641666666666666, 41.24310484), (7.641666666666666, 41.76706221333333), (6.949999999999999, 41.76706221333333), (6.949999999999999, 41.24310484)]	18	21
A169	7.312500	42.031250	[(6.949999999999999, 41.76706221333333), (7.641666666666666, 41.76706221333333), (7.641666666666666, 42.291019586666664), (6.949999999999999, 42.291019586666664), (6.949999999999999, 41.76706221333333)]	18	22
A170	7.312500	42.562500	[(6.949999999999999, 42.291019586666664), (7.641666666666666, 42.291019586666664), (7.641666666666666, 42.814976959999996), (6.949999999999999, 42.814976959999996), (6.949999999999999, 42.291019586666664)]	18	23
A171	7.312500	43.093750	[(6.949999999999999, 42.814976959999996), (7.641666666666666, 42.814976959999996), (7.641666666666666, 43.338934333333334), (6.949999999999999, 43.338934333333334), (6.949999999999999, 42.814976959999996)]	18	24
A172	7.369612	43.523707	[(6.949999999999999, 43.338934333333334), (7.641666666666666, 43.338934333333334), (7.641666666666666, 43.862891706666666), (6.949999999999999, 43.862891706666666), (6.949999999999999, 43.338934333333334)]	18	25
A173	7.988636	36.957386	[(7.641666666666666, 36.52748848), (8.333333333333332, 36.52748848), (8.333333333333332, 37.051445853333334), (7.641666666666666, 37.051445853333334), (7.641666666666666, 36.52748848)]	19	12
A174	8.000000	37.312500	[(7.641666666666666, 37.051445853333334), (8.333333333333332, 37.051445853333334), (8.333333333333332, 37.575403226666666), (7.641666666666666, 37.575403226666666), (7.641666666666666, 37.051445853333334)]	19	13
A175	8.000000	37.843750	[(7.641666666666666, 37.575403226666666), (8.333333333333332, 37.575403226666666), (8.333333333333332, 38.0993606), (7.641666666666666, 38.0993606), (7.641666666666666, 37.575403226666666)]	19	14
A176	8.000000	38.343750	[(7.641666666666666, 38.0993606), (8.333333333333332, 38.0993606), (8.333333333333332, 38.62331797333333), (7.641666666666666, 38.62331797333333), (7.641666666666666, 38.0993606)]	19	15
A177	8.000000	38.875000	[(7.641666666666666, 38.62331797333333), (8.333333333333332, 38.62331797333333), (8.333333333333332, 39.14727534666667), (7.641666666666666, 39.14727534666667), (7.641666666666666, 38.62331797333333)]	19	16
A178	8.000000	39.406250	[(7.641666666666666, 39.14727534666667), (8.333333333333332, 39.14727534666667), (8.333333333333332, 39.67123272), (7.641666666666666, 39.67123272), (7.641666666666666, 39.14727534666667)]	19	17
A179	8.000000	39.937500	[(7.641666666666666, 39.67123272), (8.333333333333332, 39.67123272), (8.333333333333332, 40.19519009333333), (7.641666666666666, 40.19519009333333), (7.641666666666666, 39.67123272)]	19	18
A180	7.971519	40.450949	[(7.641666666666666, 40.19519009333333), (8.333333333333332, 40.19519009333333), (8.333333333333332, 40.71914746666667), (7.641666666666666, 40.71914746666667), (7.641666666666666, 40.19519009333333)]	19	19
A181	7.962993	40.986020	[(7.641666666666666, 40.71914746666667), (8.333333333333332, 40.71914746666667), (8.333333333333332, 41.24310484), (7.641666666666666, 41.24310484), (7.641666666666666, 40.71914746666667)]	19	20
A182	8.000000	41.500000	[(7.641666666666666, 41.24310484), (8.333333333333332, 41.24310484), (8.333333333333332, 41.76706221333333), (7.641666666666666, 41.76706221333333), (7.641666666666666, 41.24310484)]	19	21
A183	8.000000	42.031250	[(7.641666666666666, 41.76706221333333), (8.333333333333332, 41.76706221333333), (8.333333333333332, 42.291019586666664), (7.641666666666666, 42.291019586666664), (7.641666666666666, 41.76706221333333)]	19	22
A184	8.000000	42.562500	[(7.641666666666666, 42.291019586666664), (8.333333333333332, 42.291019586666664), (8.333333333333332, 42.814976959999996), (7.641666666666666, 42.814976959999996), (7.641666666666666, 42.291019586666664)]	19	23
A185	8.000000	43.093750	[(7.641666666666666, 42.814976959999996), (8.333333333333332, 42.814976959999996), (8.333333333333332, 43.338934333333334), (7.641666666666666, 43.338934333333334), (7.641666666666666, 42.814976959999996)]	19	24
A186	8.006541	43.588663	[(7.641666666666666, 43.338934333333334), (8.333333333333332, 43.338934333333334), (8.333333333333332, 43.862891706666666), (7.641666666666666, 43.862891706666666), (7.641666666666666, 43.338934333333334)]	19	25
A187	8.250000	43.966346	[(7.641666666666666, 43.862891706666666), (8.333333333333332, 43.862891706666666), (8.333333333333332, 44.38684908), (7.641666666666666, 44.38684908), (7.641666666666666, 43.862891706666666)]	19	26
A188	8.552083	36.979167	[(8.333333333333332, 36.52748848), (9.025, 36.52748848), (9.025, 37.051445853333334), (8.333333333333332, 37.051445853333334), (8.333333333333332, 36.52748848)]	20	12
A189	8.678385	37.319661	[(8.333333333333332, 37.051445853333334), (9.025, 37.051445853333334), (9.025, 37.575403226666666), (8.333333333333332, 37.575403226666666), (8.333333333333332, 37.051445853333334)]	20	13
A190	8.687500	37.843750	[(8.333333333333332, 37.575403226666666), (9.025, 37.575403226666666), (9.025, 38.0993606), (8.333333333333332, 38.0993606), (8.333333333333332, 37.575403226666666)]	20	14
A191	8.687500	38.343750	[(8.333333333333332, 38.0993606), (9.025, 38.0993606), (9.025, 38.62331797333333), (8.333333333333332, 38.62331797333333), (8.333333333333332, 38.0993606)]	20	15
A192	8.671591	38.755682	[(8.333333333333332, 38.62331797333333), (9.025, 38.62331797333333), (9.025, 39.14727534666667), (8.333333333333332, 39.14727534666667), (8.333333333333332, 38.62331797333333)]	20	16
A193	8.375000	39.562500	[(8.333333333333332, 39.14727534666667), (9.025, 39.14727534666667), (9.025, 39.67123272), (8.333333333333332, 39.67123272), (8.333333333333332, 39.14727534666667)]	20	17
A194	8.393750	39.987500	[(8.333333333333332, 39.67123272), (9.025, 39.67123272), (9.025, 40.19519009333333), (8.333333333333332, 40.19519009333333), (8.333333333333332, 39.67123272)]	20	18
A195	8.395833	40.270833	[(8.333333333333332, 40.19519009333333), (9.025, 40.19519009333333), (9.025, 40.71914746666667), (8.333333333333332, 40.71914746666667), (8.333333333333332, 40.19519009333333)]	20	19
A196	8.629902	41.058824	[(8.333333333333332, 40.71914746666667), (9.025, 40.71914746666667), (9.025, 41.24310484), (8.333333333333332, 41.24310484), (8.333333333333332, 40.71914746666667)]	20	20
A197	8.634375	41.468750	[(8.333333333333332, 41.24310484), (9.025, 41.24310484), (9.025, 41.76706221333333), (8.333333333333332, 41.76706221333333), (8.333333333333332, 41.24310484)]	20	21
A198	8.512195	42.001524	[(8.333333333333332, 41.76706221333333), (9.025, 41.76706221333333), (9.025, 42.291019586666664), (8.333333333333332, 42.291019586666664), (8.333333333333332, 41.76706221333333)]	20	22
A199	8.605769	42.624038	[(8.333333333333332, 42.291019586666664), (9.025, 42.291019586666664), (9.025, 42.814976959999996), (8.333333333333332, 42.814976959999996), (8.333333333333332, 42.291019586666664)]	20	23
A200	8.687500	43.093750	[(8.333333333333332, 42.814976959999996), (9.025, 42.814976959999996), (9.025, 43.338934333333334), (8.333333333333332, 43.338934333333334), (8.333333333333332, 42.814976959999996)]	20	24
A201	8.687500	43.593750	[(8.333333333333332, 43.338934333333334), (9.025, 43.338934333333334), (9.025, 43.862891706666666), (8.333333333333332, 43.862891706666666), (8.333333333333332, 43.338934333333334)]	20	25
A202	8.713362	44.097701	[(8.333333333333332, 43.862891706666666), (9.025, 43.862891706666666), (9.025, 44.38684908), (8.333333333333332, 44.38684908), (8.333333333333332, 43.862891706666666)]	20	26
A203	9.340625	37.417708	[(9.025, 37.051445853333334), (9.716666666666667, 37.051445853333334), (9.716666666666667, 37.575403226666666), (9.025, 37.575403226666666), (9.025, 37.051445853333334)]	21	13
A204	9.375000	37.843750	[(9.025, 37.575403226666666), (9.716666666666667, 37.575403226666666), (9.716666666666667, 38.0993606), (9.025, 38.0993606), (9.025, 37.575403226666666)]	21	14
A205	9.375000	38.343750	[(9.025, 38.0993606), (9.716666666666667, 38.0993606), (9.716666666666667, 38.62331797333333), (9.025, 38.62331797333333), (9.025, 38.0993606)]	21	15
A206	9.371094	38.867188	[(9.025, 38.62331797333333), (9.716666666666667, 38.62331797333333), (9.716666666666667, 39.14727534666667), (9.025, 39.14727534666667), (9.025, 38.62331797333333)]	21	16
